id,name,image_url,url,review_count,rating,price,address1,address2,address3,city,state,zip_code,phone
ykXZyQBXxoOMoZfaZMnHmg,Tryon Public House,https://s3-media4.fl.yelpcdn.com/bphoto/fTrQldH6ywmsNWIoj2rVYg/o.jpg,https://api.yelp.com/v3/businesses/search,386,4.0,$$,4740 Broadway,,,New York,NY,10040.0,16469187129.0
9wrSQVOzd-Jxa9wPltjVCw,Pocion,https://s3-media4.fl.yelpcdn.com/bphoto/1y6exz_be5Qt0Xj4Zu_yfA/o.jpg,https://api.yelp.com/v3/businesses/search,166,4.5,$$,704 W 177th St,,,New York,NY,10033.0,19174727336.0
GSTNeRXsT8CWImXzrBnP-g,Pizza Palace,https://s3-media3.fl.yelpcdn.com/bphoto/Fcqlfjg2SwFZAPb2yC-b_g/o.jpg,https://api.yelp.com/v3/businesses/search,122,4.5,$,121 Dyckman St,,,New York,NY,10034.0,12125679588.0
rUBFgZU3QTk7IOgpccE8Og,Indian Road Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/pggH1zZpKex-eN-Zhf9hpw/o.jpg,https://api.yelp.com/v3/businesses/search,618,4.0,$$,600 W 218th St,,,New York,NY,10034.0,12129427451.0
CY1lJBQatCNo4-_ljlS1rA,Unique Fusion Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/DasxOMZ07L0urMMNjg9YGg/o.jpg,https://api.yelp.com/v3/businesses/search,61,5.0,$$,586 West 207 St,,,New York,NY,10034.0,12124519556.0
Pfjb9Rn5Th7R-pLXVARwlA,Jin Ramen - West Harlem,https://s3-media2.fl.yelpcdn.com/bphoto/6gZdziyVJ2P8kiqmDkWjng/o.jpg,https://api.yelp.com/v3/businesses/search,1078,4.0,$$,3183 Broadway,,,New York,NY,10027.0,16465592862.0
LIsCe_l7kUlv2cUs6AxNQQ,SUROSS Thai Bistro,https://s3-media1.fl.yelpcdn.com/bphoto/GO67y3c8HH3ZN6DcNyE7sw/o.jpg,https://api.yelp.com/v3/businesses/search,189,4.5,$,4131 Broadway,,,New York,NY,10033.0,12127950792.0
Qq_YecqcQ8dhC1P-SWXPOQ,809 Sangria Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/de7NWlP_84qmVgJTA-T1hg/o.jpg,https://api.yelp.com/v3/businesses/search,225,4.0,$$,112 Dyckman St,,,New York,NY,10040.0,12123043800.0
C69uTzoWFaIWcpnYf2LbRw,ROKC,https://s3-media4.fl.yelpcdn.com/bphoto/zksWhgVN20oFxPmDMqJyYg/o.jpg,https://api.yelp.com/v3/businesses/search,420,4.5,$$,3452 Broadway,,,New York,NY,10031.0,13322178755.0
ej_pg-wc-ZtexQKPPiQ_5w,The Edge Harlem,https://s3-media2.fl.yelpcdn.com/bphoto/WZBo8DAj3BjR2y4MmyMf9A/o.jpg,https://api.yelp.com/v3/businesses/search,620,4.0,$$,101 Edgecombe Ave,,,New York,NY,10030.0,12129399688.0
Sq_rG-TCyxnajp6jae89SA,Manolo Tapas,https://s3-media1.fl.yelpcdn.com/bphoto/WWlj7DCL81tsOrXQ3l0lfQ/o.jpg,https://api.yelp.com/v3/businesses/search,272,4.0,$$,4165 Broadway,,,New York,NY,10033.0,12129239100.0
qwUPVBeV6oLdiCKHQvru5w,Tasty Deli,https://s3-media3.fl.yelpcdn.com/bphoto/Zk1zoxMCjzYNcf9dfR7VzA/o.jpg,https://api.yelp.com/v3/businesses/search,280,4.0,$,4020 Broadway,,,New York,NY,10032.0,12129230700.0
FAUMdhzoesC3PEp0b1ujBg,Broadyke Meat Market,https://s3-media1.fl.yelpcdn.com/bphoto/OVBqi-3SMOJ8e2qspVqkiQ/o.jpg,https://api.yelp.com/v3/businesses/search,83,4.5,$$,4767 Broadway,,,New York,NY,10034.0,12125693470.0
45hQHMdFxw0mh7ZTU--cDQ,The Grange Bar and Eatery,https://s3-media2.fl.yelpcdn.com/bphoto/8FMkk4ijuGkEPJ5cOX2zCg/o.jpg,https://api.yelp.com/v3/businesses/search,837,4.0,$$,1635 Amsterdam Ave,,,New York,NY,10031.0,12124911635.0
NebgteFykeM1gwiVgPcCHw,The Handpulled Noodle,https://s3-media2.fl.yelpcdn.com/bphoto/zk3hE3qrROv4_UAekmmzlQ/o.jpg,https://api.yelp.com/v3/businesses/search,745,4.0,$$,3600 Broadway,Ste 3,,New York,NY,10031.0,19172620213.0
DCjRqV6kRPU0h-MaRRcVrQ,Inwood Bar and Grill,https://s3-media2.fl.yelpcdn.com/bphoto/rDWR7MQFZTKTUhJpOnh9rQ/o.jpg,https://api.yelp.com/v3/businesses/search,439,3.5,$$,4892 Broadway,,,New York,NY,10034.0,12123043704.0
n9NAUB6ivkk45bUz3nm2AA,Grito Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/Yh6F4jM5us_IbpKUd0Eyww/o.jpg,https://api.yelp.com/v3/businesses/search,186,4.0,$$,1555 Saint Nicholas Ave,,,New York,NY,10040.0,12127950700.0
LlSSa98PQUM8gsnam9lPPQ,La Cabana Salvadoreña,https://s3-media3.fl.yelpcdn.com/bphoto/g_6YXwcfFQWBDoC44QZmXg/o.jpg,https://api.yelp.com/v3/businesses/search,135,4.0,$,4384 Broadway,,,New York,NY,10040.0,12129287872.0
zQjaTAxYSKpNNj0F4kgjXQ,Chicken Ranch,https://s3-media2.fl.yelpcdn.com/bphoto/2SkyuwSXBidMupQeTEQ0yg/o.jpg,https://api.yelp.com/v3/businesses/search,89,4.5,$$,315 Audubon Ave,,,New York,NY,10033.0,16469228564.0
ZqDpOO44Lg-jKOrosrxrGg,G's Coffee Shop,https://s3-media1.fl.yelpcdn.com/bphoto/uCuXQxJoDNH_-qNnq4XUdA/o.jpg,https://api.yelp.com/v3/businesses/search,66,4.5,$,634 W 207th St,,,New York,NY,10034.0,12129420679.0
k2xtXGmyMU1q49UTlws8tg,Pop and Pour Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/238YBQpbeEpf-VIYCuvd3Q/o.jpg,https://api.yelp.com/v3/businesses/search,124,4.5,$$,200 Dyckman St,,,New York,NY,10040.0,16469983766.0
hpzm2ZMMccvsm3etCxnJEw,Le Chéile,https://s3-media3.fl.yelpcdn.com/bphoto/3YCUDB9MT5oRax3HbXqKjw/o.jpg,https://api.yelp.com/v3/businesses/search,372,4.0,$$,839 W 181st St,,,New York,NY,10033.0,12127403111.0
B0qxEXABa8-t9sY4NQRRsQ,Fumo Pizza-Bar-Pasta,https://s3-media3.fl.yelpcdn.com/bphoto/MA3z9PkAiKx2vdRCusovjA/o.jpg,https://api.yelp.com/v3/businesses/search,456,4.0,$$,1600 Amsterdam Ave,,,New York,NY,10031.0,16466926675.0
UtknyDJ_DPut-FKRqs0wpQ,Royal Grill Halal Food,https://s3-media2.fl.yelpcdn.com/bphoto/l5sMBPBuBEny7bueeW9Z0Q/o.jpg,https://api.yelp.com/v3/businesses/search,361,5.0,$,44TH St And 6th Ave,,,New York,NY,10018.0,13477240504.0
5ceyRQJOItktS3cSv3vScA,Buddha Beer Bar,https://s3-media1.fl.yelpcdn.com/bphoto/4Bwvd8xGj_EYrhzBChvo2Q/o.jpg,https://api.yelp.com/v3/businesses/search,248,3.5,$$,4476 Broadway,,,New York,NY,10040.0,16468612595.0
wLzJbddDixAEZrF7VT6_hw,Bono Trattoria,https://s3-media2.fl.yelpcdn.com/bphoto/AgnZ0wQQT5GnWsJo-D-C8Q/o.jpg,https://api.yelp.com/v3/businesses/search,309,4.0,$$,3658 Broadway,,,New York,NY,10031.0,16466829249.0
lIE4KHySIenwPbta1JuM8Q,Mumbai Masala,https://s3-media2.fl.yelpcdn.com/bphoto/O4rm_iTUxBrM9F6SFP2A8A/o.jpg,https://api.yelp.com/v3/businesses/search,213,4.5,$$,1768 Amsterdam Ave,,,New York,NY,10031.0,12123680100.0
2tTUnW5filzR3YG-G7rZ0w,Benyam Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/B1knNZx_nR5aG1scxAUdZQ/o.jpg,https://api.yelp.com/v3/businesses/search,124,5.0,$$,2795 Frederick Douglas Blvd,,,New York,NY,10039.0,12125107353.0
_Hig4rf_SEAhq13eBdJ4CQ,Kismat Indian Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/XEX1yqTUK_AeUjwvqhLLpw/o.jpg,https://api.yelp.com/v3/businesses/search,352,3.5,$$,603 Fort Washington Ave,,,New York,NY,10040.0,12127958633.0
S6r0P0PItA9EYHV1nCiQgg,Mysttik Masaala,https://s3-media1.fl.yelpcdn.com/bphoto/QvCRxD5i9LsQy69Xoy-bAQ/o.jpg,https://api.yelp.com/v3/businesses/search,398,4.5,$,399 Park Ave,Corner of 54th street,,New York,NY,10022.0,19173063128.0
8b7Nr6624zlBJTf8zYyrLw,Mama Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/RbIasy0vumcZ3f5Wyvnx3Q/o.jpg,https://api.yelp.com/v3/businesses/search,750,3.0,$$,237 Dyckman St,,,New York,NY,10034.0,12125440003.0
F1cTAyVghrMagxFHikwQKQ,Garden Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/4-JgsgEI6TZXWUqV4TZdYQ/o.jpg,https://api.yelp.com/v3/businesses/search,236,3.5,$$,4961 Broadway,,,New York,NY,10034.0,12125449480.0
8G6H30Krmj8-OHs6hZfT1g,Belle Harlem,https://s3-media2.fl.yelpcdn.com/bphoto/ff91Ii_zcsVhBVODil23Dg/o.jpg,https://api.yelp.com/v3/businesses/search,150,4.5,$$$,2363 Adam Clayton Powell Blvd,,,New York,NY,10030.0,13478194076.0
h8J10FpJGaU_4OvP2MgoKQ,Oso,https://s3-media3.fl.yelpcdn.com/bphoto/2RiRGtFBOmJARMLTVwm5gw/o.jpg,https://api.yelp.com/v3/businesses/search,300,4.0,$$,1618 Amsterdam Ave At 140th St,,,New York,NY,10031.0,16468583139.0
BU_GtPGTCy5KiJ6g8Ltdwg,Golan Heights,https://s3-media4.fl.yelpcdn.com/bphoto/ZrSVSkr2hygysECxPCZBPQ/o.jpg,https://api.yelp.com/v3/businesses/search,75,4.0,$$,2553 Amsterdam Ave,,,New York,NY,10033.0,12127957842.0
M6Eiyx9LXMetMUxsYe-fvw,Ponty Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/gVvCcocYH3bAQ4YoSSjlfQ/o.jpg,https://api.yelp.com/v3/businesses/search,404,4.0,$$,2375 Adam Clayton Powell Blvd,,,New York,NY,10030.0,12122346474.0
2iW5TU4W0BN8LYBzVmO9Qw,The Honey Well,https://s3-media2.fl.yelpcdn.com/bphoto/GZ4IYpFy1wZrbPXJ5Ym6Zw/o.jpg,https://api.yelp.com/v3/businesses/search,199,4.5,$$,3604 Broadway,,,New York,NY,10031.0,
D37laxSajXqhhsaCYo4WSw,Taqueria Emilio,https://s3-media1.fl.yelpcdn.com/bphoto/tDhB_uz4z2rGHRulvtVhAA/o.jpg,https://api.yelp.com/v3/businesses/search,66,4.5,$,563 W 207th St,,,New York,NY,10034.0,16468761143.0
eCiAjcDgH68vx334vJsgrw,Fresco's Pizzeria,https://s3-media3.fl.yelpcdn.com/bphoto/Tqg515dmNE_8N60XnljBEA/o.jpg,https://api.yelp.com/v3/businesses/search,191,4.0,$,804 W 187th St,,,New York,NY,10033.0,12127402737.0
BnSeJ9yRfJ09RoQ0euR34A,Trufa Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/odhwgvH2S0mxy4FuR_tnGw/o.jpg,https://api.yelp.com/v3/businesses/search,311,4.0,$$,3431 Broadway,,,New York,NY,10031.0,16465224142.0
4RwTKkGxx-IQ_ekMTCFiNQ,Pick & Eat,https://s3-media1.fl.yelpcdn.com/bphoto/NYoHhrVElnuIEzon4Y-MFQ/o.jpg,https://api.yelp.com/v3/businesses/search,337,3.5,$$,4179 Broadway,,,New York,NY,10033.0,12127950054.0
cLsG4lfGlI7bc0NNifZUlw,Manhattanville Coffee,https://s3-media2.fl.yelpcdn.com/bphoto/tTwXdi9pOO16o-34Ongd4w/o.jpg,https://api.yelp.com/v3/businesses/search,225,4.5,$,142 Edgecombe Ave,,,New York,NY,10030.0,16467819900.0
Bzprbnm51unkJqh9xtlQ7g,Abyssinia Ethiopian Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/YgNd2ohucOpsCTG9VJ3R8w/o.jpg,https://api.yelp.com/v3/businesses/search,241,4.0,$$,268 W 135th St,,,New York,NY,10030.0,12122812673.0
1KGvtMU7VBcdlvxo2brdQg,Clove Indian Restaurant & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/NiQWurdcp_UrSuc8SEV_0Q/o.jpg,https://api.yelp.com/v3/businesses/search,280,4.0,$$,1592 Amsterdam Ave,,,New York,NY,10031.0,16469186644.0
4sNPRRefpFQl-fE_aU5XaA,Refried Beans Mexican Grill,https://s3-media4.fl.yelpcdn.com/bphoto/mfA48j-zfBlM84as9oFWzA/o.jpg,https://api.yelp.com/v3/businesses/search,273,3.5,$$,591 Fort Washington Ave,,,New York,NY,10033.0,12125682299.0
bx-XYt1nO49jgtItEsqrxQ,Wahizza,https://s3-media4.fl.yelpcdn.com/bphoto/H24bs4VNRPWthxxLP5ZkrQ/o.jpg,https://api.yelp.com/v3/businesses/search,129,4.0,$$,4484 Broadway,,,New York,NY,10040.0,12128378088.0
0Aw9Af0d9a7HxcbkJaW9eA,Mamajuana Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/8M1l9ee25CVzPUj0xTYiGA/o.jpg,https://api.yelp.com/v3/businesses/search,639,3.0,$$,247 Dyckman St,,,New York,NY,10034.0,12123040140.0
6CaGhpvNWMazJZL1v_JkCA,PEQUE Vinos + Tapas Bar & Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/dHcFKIaWqVFMSvdlky1FqQ/o.jpg,https://api.yelp.com/v3/businesses/search,212,4.5,$$,231 W 145th St,,,New York,NY,10039.0,16466784095.0
ZLkX44TyrF92pjRqBvpuig,Tannat,https://s3-media4.fl.yelpcdn.com/bphoto/p05AegmKalPhrba3YomZNg/o.jpg,https://api.yelp.com/v3/businesses/search,49,4.5,$$,4736 Broadway,,,New York,NY,10040.0,12128070672.0
hhNhU-Lili1DimLWkdmERA,At the Wallace,https://s3-media2.fl.yelpcdn.com/bphoto/NfZLRbomib5rfUwbh_7JVQ/o.jpg,https://api.yelp.com/v3/businesses/search,194,4.5,$$,3612 Broadway,,,New York,NY,10031.0,
l7E6lpov_VPbhrxjWT-76Q,The Park View,https://s3-media3.fl.yelpcdn.com/bphoto/e2diqPzpoaE9im4oFY1hUw/o.jpg,https://api.yelp.com/v3/businesses/search,329,3.5,$$,219 Dyckman St,,,New York,NY,10034.0,12125449024.0
3BYgbjo8MtaIyLZMdTxrOQ,Geisha Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/PkXKa5M1gpC5AzRgbrRcgA/o.jpg,https://api.yelp.com/v3/businesses/search,384,4.0,$$,3468 Broadway,,,New York,NY,10031.0,12128627800.0
0gg9v2DnXapTA6YJm3JMkQ,Cañave,https://s3-media4.fl.yelpcdn.com/bphoto/4vlKmBGCFhsj_J3pEuiQEQ/o.jpg,https://api.yelp.com/v3/businesses/search,97,4.0,$$,4716 Broadway,,,New York,NY,10040.0,16468500159.0
fPGQCIro68M6xHu1tmdfpA,Hogshead Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/Or8SwjrlVg7DRyVJacN9bQ/o.jpg,https://api.yelp.com/v3/businesses/search,200,4.0,$$,126 Hamilton Pl,,,New York,NY,10031.0,12122341154.0
ksksxd8J2SIs97ccPFV75A,Brown Sugar Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/NSAqPzU9J4zMtuznKFxnIQ/o.jpg,https://api.yelp.com/v3/businesses/search,233,3.5,$$,5060 Broadway,,,New York,NY,10034.0,16466883504.0
lAsxDyhqz_-rncQYwE9JAg,La Casa Del Mofongo,https://s3-media2.fl.yelpcdn.com/bphoto/G4zxQPyQlLd_iyckaJFfeA/o.jpg,https://api.yelp.com/v3/businesses/search,431,3.0,$$,1447 St Nicholas Ave,,,New York,NY,10033.0,12127401200.0
04NdwZnSFH3FXFBtwCrrAg,Home Sweet Harlem,https://s3-media1.fl.yelpcdn.com/bphoto/mxmPmYT5SkMpxw63ZooBNw/o.jpg,https://api.yelp.com/v3/businesses/search,455,3.5,$$,1528 Amsterdam Ave,,,New York,NY,10031.0,12129269616.0
4jucppz-BA0MiY06DjuBYQ,Frijolito's,https://s3-media1.fl.yelpcdn.com/bphoto/msictAKlOg5mSZdweTfPww/o.jpg,https://api.yelp.com/v3/businesses/search,143,4.5,$,3446 Broadway,,,New York,NY,10031.0,16466829033.0
2AcDHuatOFXhqJDedZwGiA,Tung Thong Thai Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/hpS331DER9USvfRI2-WpSw/o.jpg,https://api.yelp.com/v3/businesses/search,294,3.5,$$,561 W 169th St,,,New York,NY,10032.0,12127955995.0
WA6HwJ3UlGWWCeJdOTlLWw,The Pandering Pig,https://s3-media3.fl.yelpcdn.com/bphoto/O1bIVY6Imrs0K5b8hjZorw/o.jpg,https://api.yelp.com/v3/businesses/search,115,4.0,$$,209 Pinehurst Ave,,,New York,NY,10033.0,12127813124.0
aI1yals6ghSQuXS_vMIbPw,Cafe One,https://s3-media1.fl.yelpcdn.com/bphoto/PAqCCRbre8n86eNw9Bk07w/o.jpg,https://api.yelp.com/v3/businesses/search,191,4.0,$,1619 Amsterdam Ave,,,New York,NY,10031.0,12126900060.0
Vn3uPx9RsmempB-tOilw7g,Famous Fish Market,https://s3-media3.fl.yelpcdn.com/bphoto/E5rc562HTXXK_X_JJ5eK2g/o.jpg,https://api.yelp.com/v3/businesses/search,225,4.0,$,684 St Nicholas Ave,,,New York,NY,10030.0,12124918323.0
lxKFLdnWRglNVQg7O20-RQ,Sweet Life Pastry,https://s3-media1.fl.yelpcdn.com/bphoto/eMhQ75mR-M6qogRI5S_Ltw/o.jpg,https://api.yelp.com/v3/businesses/search,119,4.5,$,3887 Broadway,,,New York,NY,10032.0,12123040265.0
8o-B_1q4XB48CmdaXdm2KQ,Raices,https://s3-media1.fl.yelpcdn.com/bphoto/Dc-UdNHOZkUCXyursQryRA/o.jpg,https://api.yelp.com/v3/businesses/search,133,3.5,$$,565 W 207th St,,,New York,NY,10034.0,12127293814.0
3N3XesISm5tg_nsjL10eFA,Chapati House,https://s3-media1.fl.yelpcdn.com/bphoto/uAeILC9LUEMAaCaG_S9iJw/o.jpg,https://api.yelp.com/v3/businesses/search,216,4.0,$,3153 Broadway,,,New York,NY,10027.0,12127497200.0
SwydWCzIZ_bSp-8HeM4DTA,GoGo-Gi,https://s3-media2.fl.yelpcdn.com/bphoto/cjhGnxmUxGJyPE7udWfNpw/o.jpg,https://api.yelp.com/v3/businesses/search,188,4.0,$$,3908 Broadway,,,New York,NY,10032.0,12125430922.0
wOcmiJaW-1vhPmt-4kJ6Pw,Cafe Bark,https://s3-media1.fl.yelpcdn.com/bphoto/RBpkUj4ODHG2N5ifnoFCvA/o.jpg,https://api.yelp.com/v3/businesses/search,52,4.5,$,833 W 181st St,,,New York,NY,10033.0,16466680962.0
g9IFea9brBr8j8awcdOBOw,Chopped Parsley,https://s3-media1.fl.yelpcdn.com/bphoto/lsnedeKOMR27COQzPe0F6A/o.jpg,https://api.yelp.com/v3/businesses/search,127,4.5,$$,500 W 146th St,,,New York,NY,10031.0,19176756666.0
1g2MUmzPHrDPcPio62iV9w,Seawalk Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/MGERcWWmCoIly8Qu6EtT_A/o.jpg,https://api.yelp.com/v3/businesses/search,141,4.0,$$,261 Dyckman St,,,New York,NY,10034.0,12125689014.0
0IFd_nGY2l_Miai4n7ifTA,Tacos El Paisa,https://s3-media2.fl.yelpcdn.com/bphoto/o7gLDnpIPORB2ziNxe1kqQ/o.jpg,https://api.yelp.com/v3/businesses/search,87,4.0,$,1548 Saint Nicholas Ave,,,New York,NY,10040.0,19175210972.0
pWq3YAKT4YCRxMjh7QniwA,DisFruta,https://s3-media2.fl.yelpcdn.com/bphoto/r9rZR1tJxYYL8AkNiZ47Dw/o.jpg,https://api.yelp.com/v3/businesses/search,35,4.5,$,510 W 207th St,,,New York,NY,10034.0,12125696027.0
vGQRmWKrR_x-JAyeCT5F1A,Tsion Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/zlWh3zhLXWY76LPvC0F7rg/o.jpg,https://api.yelp.com/v3/businesses/search,167,4.0,$$,763 St Nicholas Ave,,,New York,NY,10031.0,12122342070.0
23keT4nl99-UhTtpTzlB8w,181 Cabrini,https://s3-media2.fl.yelpcdn.com/bphoto/u-1tkLrw1DIOqYhE8BMBnQ/o.jpg,https://api.yelp.com/v3/businesses/search,237,3.5,$$,854 W 181st St,,,New York,NY,10033.0,12129232233.0
U1I4gHO_bVhRv1D--JhklQ,El Tina Fish Market,https://s3-media4.fl.yelpcdn.com/bphoto/k4GyhyY-b5ZZ7fJjqm4CDA/o.jpg,https://api.yelp.com/v3/businesses/search,56,4.0,$$,500 W 207th St,,,New York,NY,10034.0,12125698838.0
_WXa2M3gz2Mi0ys3s88nDw,La Salle Dumpling Room,https://s3-media1.fl.yelpcdn.com/bphoto/K1HNgplRtMtDOnQqFmMTZQ/o.jpg,https://api.yelp.com/v3/businesses/search,255,4.0,$$,3141 Broadway,,,New York,NY,10027.0,12129610300.0
NzFEzBtaPuB_u28Qs7GxHQ,Elsa La Reina Del Chicharron,https://s3-media2.fl.yelpcdn.com/bphoto/2QpbycGoDE4wwM8yL4D5fA/o.jpg,https://api.yelp.com/v3/businesses/search,99,4.0,$,4840 Broadway,,,New York,NY,10034.0,12123041070.0
h5VLolcEpu3ZUnDdjfhjSg,Papasito Mexican Grill & Agave Bar,https://s3-media3.fl.yelpcdn.com/bphoto/WV5oxPVmR9yXfIDM6v2wyA/o.jpg,https://api.yelp.com/v3/businesses/search,437,3.0,$$,223 Dyckman St,,,New York,NY,10034.0,12125440001.0
DGloxcTvrqGLlSghSWtAlA,Sapitos Sports Cantina,https://s3-media4.fl.yelpcdn.com/bphoto/822usMdTFvioFIHPN2PFDg/o.jpg,https://api.yelp.com/v3/businesses/search,149,4.0,$$,4160 Broadway,,,New York,NY,10033.0,12128371378.0
DEHWHskp2gSAkfdylc4SNA,Yatenga French Bistro & Bar,https://s3-media4.fl.yelpcdn.com/bphoto/kwfY8Lf5mPzi4BjYVvWI5w/o.jpg,https://api.yelp.com/v3/businesses/search,256,4.0,$$,2269 Adam Clayton Powell Jr Blvd,,,New York,NY,10030.0,12126900699.0
TnYL4gkcnWyoHO76KL4v6w,Sushi Yu 2,https://s3-media1.fl.yelpcdn.com/bphoto/JUqURW5f1jSZRKavDJMNKw/o.jpg,https://api.yelp.com/v3/businesses/search,241,3.5,$$,827 W 181st St,,,New York,NY,10033.0,12127815255.0
3sQPGzWl0PMi2ULZ4DbEAg,Sushi Mambo,https://s3-media1.fl.yelpcdn.com/bphoto/GW_eg8Txkgk1W2LLHnh88Q/o.jpg,https://api.yelp.com/v3/businesses/search,266,3.0,$$,431 W 202nd St,,,New York,NY,10034.0,13475133649.0
r0FV_JwCxtegtB5ohcds7Q,El Conde Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/DlEb6bcq6VPnpdwQdunOuw/o.jpg,https://api.yelp.com/v3/businesses/search,116,4.0,$$,4139 Broadway,,,New York,NY,10033.0,12127813231.0
lVXassEQUuQbL2L6eMddDQ,Barepas,https://s3-media2.fl.yelpcdn.com/bphoto/bSrCjOkGw07Lb4vWNayFag/o.jpg,https://api.yelp.com/v3/businesses/search,85,4.5,$$,1792 Amsterdam Ave,,,New York,NY,10031.0,16464100261.0
VAkdznBlCPQ7KFvm-Kma0g,Toast,https://s3-media4.fl.yelpcdn.com/bphoto/vE7ALtohOFxcqRF3STcO2g/o.jpg,https://api.yelp.com/v3/businesses/search,313,4.0,$$,3157 Broadway,,,New York,NY,10027.0,12126621144.0
pIrSHmLYW6Bdjiz-HHWd1Q,Bettolona,https://s3-media4.fl.yelpcdn.com/bphoto/UfWljAN6AuHvfvLnyxbrTw/o.jpg,https://api.yelp.com/v3/businesses/search,297,4.0,$$,3143 Broadway,,,New York,NY,10027.0,12127491125.0
